Saturday,12,September,2026,22:12:04:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G004,F0,G006,F0,G012,F0,G015,F0,G022,F0,G023,F0,G024,F0,G028,F0,G031,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00025,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,TIME,Loc. IDE00188-ENG102817,TIME,Loc. IDE00190-ENG100128,TIME,Loc. IDE00191-ENG103684,TIME,Loc. IDE00201-ENG102664,TIME,Loc. IDE00347,,,,,
,326.49,1130,326.69,66,326.89,28,327.10,14.5,325.27,0.00,325.47,32.019,325.67,1079.50,325.88,1077.35,326.08,31671.143,326.30,16.76,,,,,
,328.56,871,328.77,66,328.99,25,329.20,14.5,327.31,5.94,327.52,31.488,327.72,1065.74,327.93,1064.99,328.13,30987.549,328.33,14.68,,,,,
,330.66,891,330.87,66,331.08,22,331.29,14.5,329.43,31.53,329.63,31.805,329.84,1055.37,330.06,1053.47,330.26,32403.564,330.46,12.91,,,,,
,332.74,897,332.95,66,333.18,16,333.39,14.5,331.49,32.88,331.71,32.013,331.91,1051.64,332.12,1051.48,332.34,32324.219,332.54,13.32,,,,,
,334.91,919,335.13,66,335.34,7,335.56,14.5,333.62,34.00,333.85,32.642,334.08,1055.87,334.29,1056.37,334.51,32574.463,334.71,13.90,,,,,
,336.97,920,337.16,66,337.37,0,337.58,14.5,335.75,34.03,335.95,32.782,336.15,1059.35,336.35,1059.35,336.57,32629.395,336.76,13.46,,,,,
,339.08,774,339.27,66,339.48,0,339.69,19.6,337.79,32.97,338.01,32.080,338.23,1057.53,338.44,1055.71,338.63,32019.043,338.85,11.07,,,,,
,341.11,1334,341.33,67,341.53,6,341.73,24.7,339.89,72.63,340.09,43.115,340.32,1051.73,340.51,1063.58,340.71,79595.947,340.91,21.63,,,,,
,343.22,1599,343.43,67,343.64,13,343.85,30.6,341.93,75.19,342.13,72.357,342.37,1103.72,342.60,1182.57,342.81,76605.225,343.02,24.31,,,,,
,345.27,1774,345.48,67,345.68,16,345.88,24.3,344.06,50.66,344.27,72.729,344.47,1158.44,344.67,1160.93,344.87,71044.922,345.09,32.24,,,,,
,347.39,1263,347.61,67,347.81,20,348.04,29.8,346.11,55.50,346.31,48.389,346.53,1152.22,346.75,1159.10,346.97,60498.047,347.18,19.24,,,,,
,349.50,1498,349.70,67,349.90,23,350.12,29.0,348.25,57.19,348.46,62.964,348.67,1063.67,348.88,1151.72,349.10,62390.137,349.29,23.03,,,,,
,351.57,1650,351.79,67,352.00,25,352.21,28.6,350.33,43.06,350.53,61.279,350.73,1085.64,350.94,1109.77,351.13,61517.334,351.36,24.08,,,,,
,353.70,1702,353.91,67,354.11,25,354.34,23.9,352.42,34.09,352.63,61.316,352.86,1079.34,353.07,1097.00,353.28,56079.102,353.49,24.72,,,,,
,355.75,1636,355.95,67,356.15,24,356.37,22.4,354.53,25.97,354.73,51.575,354.93,1061.10,355.13,1071.13,355.35,50061.035,355.53,23.54,,,,,
,357.87,1515,358.09,67,358.29,22,358.51,18.0,356.59,19.69,356.79,48.438,357.00,1051.64,357.23,1060.68,357.44,44116.211,357.65,23.50,,,,,
,359.99,1144,360.21,67,360.42,16,360.63,14.9,358.73,0.00,358.93,33.191,359.15,1118.14,359.37,1113.08,359.59,32537.842,359.78,17.07,,,,,
,362.10,900,362.29,68,362.50,13,362.70,14.5,360.84,8.69,361.05,31.061,361.27,1072.29,361.48,1068.72,361.69,31072.998,361.89,13.13,,,,,
,364.13,917,364.36,68,364.57,14,364.79,25.1,362.90,47.50,363.12,34.442,363.33,1057.94,363.53,1058.61,363.73,40435.791,363.93,11.55,,,,,
,366.28,1092,366.49,68,366.70,17,366.91,33.3,365.01,67.84,365.22,43.506,365.43,1091.11,365.64,1096.50,365.85,51818.848,366.07,16.27,,,,,
,368.38,1349,368.61,68,368.80,21,369.01,29.4,367.14,93.31,367.33,71.936,367.54,1120.38,367.75,1188.29,367.95,72241.211,368.15,21.50,,,,,
,370.51,1504,370.73,68,370.94,23,371.15,27.1,369.21,51.81,369.43,60.614,369.66,1060.85,369.87,1134.81,370.09,57220.459,370.30,22.77,,,,,
,372.64,1602,372.86,68,373.07,24,373.28,27.5,371.37,35.75,371.57,57.068,371.78,1069.47,371.99,1093.27,372.20,57470.703,372.41,23.44,,,,,
,374.78,1695,374.99,68,375.20,26,375.41,27.5,373.49,33.31,373.71,59.143,373.93,1079.01,374.15,1083.07,374.37,58306.885,374.57,24.27,,,,,
,376.86,1743,377.06,68,377.26,26,377.46,22.0,375.64,28.84,375.85,56.122,376.04,1071.71,376.24,1080.58,376.45,52325.439,376.65,24.79,,,,,
,378.96,1702,379.18,69,379.39,25,379.60,24.7,377.67,19.84,377.89,46.832,378.10,1070.88,378.32,1086.72,378.54,46075.439,378.75,28.05,,,,,
,381.06,1677,381.27,69,381.49,25,381.71,27.8,379.81,31.34,380.02,56.342,380.24,1076.68,380.45,1184.89,380.65,57684.326,380.87,25.20,,,,,
,383.21,1807,383.42,69,383.64,27,383.84,29.8,381.93,35.97,382.15,65.558,382.38,1106.04,382.58,1139.62,382.78,57293.701,382.99,28.32,,,,,
,385.29,1903,385.49,69,385.70,29,385.91,29.0,384.05,33.03,384.27,67.297,384.48,1102.97,384.68,1120.05,384.88,62713.623,385.09,29.29,,,,,
,387.43,1962,387.65,69,387.87,30,388.07,31.0,386.15,32.19,386.38,64.172,386.60,1095.76,386.80,1109.02,387.01,61730.957,387.22,29.27,,,,,
,389.51,2148,389.72,69,389.92,33,390.14,40.0,388.28,47.19,388.49,89.386,388.70,1327.18,388.90,1163.33,389.13,103497.314,389.31,37.37,,,,,
,391.59,2367,391.80,69,392.01,36,392.23,20.4,390.35,78.03,390.54,93.463,390.75,1349.98,390.95,1334.06,391.15,78137.207,391.38,37.74,,,,,
,393.70,1232,393.91,69,394.14,28,394.35,14.5,392.44,0.00,392.65,44.482,392.88,1202.88,393.08,1193.76,393.28,39691.162,393.49,25.52,,,,,
,395.81,885,396.02,69,396.24,15,396.46,14.5,394.54,28.59,394.75,31.958,394.95,1090.61,395.15,1083.23,395.38,31323.242,395.59,13.63,,,,,
,397.97,916,398.17,70,398.40,5,398.62,14.5,396.68,30.75,396.90,32.581,397.13,1062.34,397.33,1061.26,397.54,32641.602,397.76,13.22,,,,,
,400.04,1075,400.25,70,400.45,9,400.65,35.3,398.81,37.97,399.02,35.529,399.22,1066.24,399.42,1069.72,399.64,45495.605,399.84,16.23,,,,,
,402.14,2108,402.36,70,402.57,18,402.77,42.7,400.87,97.53,401.06,95.062,401.26,1322.78,401.48,1277.10,401.70,111224.365,401.91,41.37,,,,,
,404.27,1390,404.48,70,404.69,21,404.90,29.8,402.99,6.34,403.20,45.416,403.41,1473.94,403.65,1346.58,403.87,42633.057,404.06,21.28,,,,,
,406.36,1558,406.54,70,406.75,24,406.95,24.7,405.13,51.91,405.31,63.873,405.51,1068.39,405.71,1140.28,405.92,61700.439,406.14,23.96,,,,,
,408.43,942,408.65,70,408.86,22,409.07,14.5,407.15,22.66,407.39,44.226,407.57,1109.85,407.77,1124.86,407.99,32824.707,408.21,15.64,,,,,
,410.54,914,410.75,71,410.95,9,411.15,14.5,409.29,30.53,409.51,31.854,409.72,1077.18,409.91,1073.70,410.13,32049.561,410.34,12.95,,,,,
,412.63,1022,412.82,71,413.04,9,413.26,40.4,411.37,31.69,411.56,32.617,411.76,1065.57,411.97,1066.98,412.17,35717.773,412.40,13.16,,,,,
,414.74,2328,414.95,71,415.16,20,415.37,47.1,413.48,136.59,413.69,116.681,413.90,1505.53,414.12,1379.17,414.32,122381.592,414.53,52.03,,,,,
,416.81,1614,417.02,71,417.24,26,417.45,60.8,415.56,35.94,415.76,73.157,415.96,1666.23,416.17,1514.49,416.38,56701.660,416.59,34.61,,,,,
,418.88,2564,419.08,72,419.28,42,419.48,56.9,417.66,242.91,417.86,135.052,418.06,2499.47,418.26,2440.01,418.47,131738.281,418.67,80.41,,,,,
,420.96,2833,421.18,72,421.39,48,421.61,41.6,419.68,204.47,419.90,147.675,420.12,2305.69,420.33,2255.85,420.54,94689.941,420.75,56.86,,,,,
,423.06,2173,423.26,72,423.46,57,423.66,63.9,421.81,146.72,422.02,125.653,422.23,2485.04,422.44,2040.68,422.65,140399.170,422.86,73.88,,,,,
,425.13,2644,425.32,72,425.54,68,425.76,58.0,423.88,276.88,424.09,145.197,424.30,2504.52,424.51,2453.03,424.71,142852.783,424.92,81.97,,,,,
,427.24,2807,427.45,73,427.67,72,427.88,31.8,425.96,211.44,426.18,141.235,426.41,2383.30,426.61,2427.00,426.82,140924.072,427.03,84.17,,,,,
,429.29,1948,429.49,73,429.70,72,429.92,52.2,428.08,52.06,428.28,81.537,428.48,1253.46,428.68,1267.15,428.90,114147.949,429.09,41.22,,,,,
,431.38,2021,431.57,74,431.77,75,431.99,37.3,430.14,182.94,430.34,124.084,430.54,2035.46,430.75,2121.11,430.95,129870.605,431.17,47.05,,,,,
,433.48,1952,433.68,74,433.90,71,434.09,14.5,432.21,18.09,432.43,51.056,432.66,1257.28,432.86,1246.91,433.06,40802.002,433.27,31.63,,,,,
,435.57,1836,435.78,75,435.98,67,436.19,14.5,434.29,0.00,434.49,42.151,434.71,1164.91,434.93,1161.59,435.16,111767.578,435.36,28.03,,,,,
,437.65,2523,437.84,76,438.04,63,438.24,23.5,436.42,20.25,436.63,29.962,436.83,1054.88,437.03,1118.14,437.23,51843.262,437.43,39.30,,,,,
,439.69,2465,439.90,77,440.12,62,440.33,43.9,438.45,15.59,438.67,67.163,438.88,1364.08,439.07,1390.28,439.28,65686.035,439.48,47.42,,,,,
,441.82,2577,442.04,77,442.26,65,442.48,47.5,440.54,115.41,440.75,125.305,440.96,1875.10,441.18,1901.38,441.40,130163.574,441.60,67.95,,,,,
,443.94,2762,444.15,77,444.35,71,444.56,57.6,442.69,136.81,442.92,130.646,443.11,1945.74,443.31,1962.66,443.52,136859.131,443.73,86.35,,,,,
,446.05,3104,446.26,78,446.46,79,446.67,54.5,444.77,206.97,444.99,143.793,445.20,2373.35,445.42,2374.01,445.63,146502.686,445.84,92.46,,,,,
,448.12,2151,448.32,78,448.53,80,448.73,33.7,446.87,182.47,447.07,146.722,447.28,1555.78,447.48,1787.87,447.69,52520.752,447.92,45.01,,,,,
,450.21,2121,450.42,79,450.64,78,450.84,27.1,448.93,48.94,449.16,83.344,449.35,1386.88,449.56,1399.32,449.77,63812.256,449.99,39.72,,,,,
,452.28,2051,452.48,79,452.68,75,452.90,21.6,451.05,22.66,451.26,59.973,451.47,1430.24,451.67,1435.05,451.88,58331.299,452.08,40.55,,,,,
,454.34,1944,454.55,79,454.77,71,454.99,14.5,453.09,9.81,453.29,45.746,453.50,1361.59,453.70,1291.03,453.91,53808.594,454.13,30.95,,,,,
,456.49,1290,456.71,80,456.92,67,457.14,20.0,455.21,0.00,455.43,130.963,455.66,1152.39,455.86,1149.90,456.06,125927.734,456.27,25.94,,,,,
,458.60,2498,458.81,80,459.01,62,459.22,20.4,457.34,10.69,457.54,39.520,457.75,1142.35,457.95,1158.61,458.17,50860.596,458.39,39.81,,,,,
,460.65,2340,460.84,81,461.03,58,461.24,29.4,459.42,4.84,459.63,48.926,459.82,1201.89,460.03,1199.07,460.23,80786.133,460.43,37.17,,,,,
,462.75,2286,462.96,81,463.19,57,463.42,20.4,461.45,26.69,461.68,68.781,461.90,1401.80,462.10,1393.10,462.32,60809.326,462.54,41.46,,,,,
,464.90,920,465.09,81,465.29,54,465.50,16.1,463.63,1.09,463.85,39.496,464.06,1239.62,464.27,1210.93,464.48,32489.014,464.69,13.52,,,,,
,466.95,924,467.17,81,467.38,50,467.60,16.9,465.70,7.25,465.91,31.000,466.10,1077.51,466.31,1072.95,466.51,30987.549,466.71,12.90,,,,,
,469.10,891,469.31,82,469.52,44,469.73,14.5,467.82,0.69,468.04,31.213,468.26,1051.06,468.48,1050.15,468.69,30987.549,468.90,12.72,,,,,
,471.18,910,471.39,82,471.59,31,471.79,14.5,469.93,32.25,470.16,33.130,470.34,1063.00,470.55,1063.75,470.76,33032.227,470.97,12.95,,,,,
,473.21,910,473.43,82,473.65,20,473.85,14.5,472.00,32.63,472.20,33.264,472.41,1069.30,472.61,1069.64,472.81,33361.816,473.01,13.27,,,,,
,475.34,918,475.54,82,475.75,13,475.95,14.5,474.07,33.97,474.28,33.740,474.49,1072.79,474.71,1073.37,474.94,33776.855,475.15,13.53,,,,,
,477.42,921,477.63,82,477.85,12,478.07,23.5,476.16,32.75,476.36,33.636,476.56,1074.86,476.76,1075.19,476.96,33074.951,477.20,13.36,,,,,
,479.56,1046,479.77,82,479.98,13,480.18,29.8,478.29,69.78,478.50,49.243,478.71,1100.56,478.94,1112.34,479.17,52160.645,479.36,16.51,,,,,
,481.65,1099,481.84,82,482.04,17,482.25,28.6,480.40,70.22,480.59,59.119,480.80,1157.61,481.02,1162.34,481.23,53387.451,481.44,16.63,,,,,
,483.69,1278,483.90,82,484.12,20,484.33,30.6,482.45,68.28,482.66,60.455,482.85,1064.00,483.06,1188.13,483.26,61437.988,483.46,19.54,,,,,
,485.80,1467,486.01,82,486.21,22,486.44,30.2,484.54,62.78,484.76,64.716,484.96,1065.74,485.18,1151.06,485.37,64135.742,485.58,21.76,,,,,
,487.92,1567,488.12,83,488.33,24,488.53,29.4,486.66,44.78,486.87,61.743,487.08,1072.87,487.28,1105.54,487.48,61956.787,487.70,22.60,,,,,
,489.96,1692,490.18,83,490.37,26,490.57,25.5,488.73,37.44,488.95,60.577,489.16,1089.70,489.36,1094.18,489.56,58337.402,489.76,24.27,,,,,
,492.06,1745,492.27,83,492.48,26,492.70,25.5,490.79,28.16,491.00,54.895,491.20,1073.28,491.41,1084.40,491.63,54724.121,491.85,25.04,,,,,
,494.18,1786,494.37,83,494.58,27,494.78,26.3,492.90,25.66,493.11,55.328,493.32,1077.02,493.53,1080.58,493.73,55236.816,493.96,25.70,,,,,
,496.21,1802,496.43,83,496.62,27,496.82,27.5,494.98,28.47,495.20,57.831,495.40,1084.64,495.60,1084.73,495.81,57891.846,496.01,26.19,,,,,
,498.35,1814,498.57,83,498.78,27,498.98,23.1,497.02,28.50,497.24,56.238,497.48,1081.00,497.70,1083.07,497.91,54669.189,498.13,26.75,,,,,
,500.45,1787,500.64,83,500.84,27,501.04,25.9,499.20,20.88,499.41,51.794,499.62,1077.26,499.83,1080.33,500.03,55590.820,500.23,26.27,,,,,
,502.48,1783,502.68,83,502.88,27,503.09,22.0,501.24,25.84,501.46,55.438,501.68,1078.26,501.86,1075.03,502.05,51293.945,502.27,26.13,,,,,
,504.57,1232,504.77,83,504.98,24,505.19,14.5,503.29,16.50,503.50,42.053,503.72,1160.60,503.92,1198.08,504.13,37994.385,504.35,25.32,,,,,
,506.68,912,506.89,83,507.09,17,507.30,14.5,505.38,28.56,505.60,32.935,505.82,1102.22,506.04,1094.01,506.25,32446.289,506.48,13.35,,,,,
,508.76,915,508.99,83,509.22,7,509.42,14.5,507.51,30.41,507.73,33.075,507.93,1073.70,508.13,1073.12,508.34,32812.500,508.56,13.44,,,,,
,510.92,904,511.13,83,511.34,0,511.55,14.5,509.63,32.66,509.85,32.996,510.06,1073.20,510.27,1073.37,510.50,33258.057,510.72,12.97,,,,,
,513.00,778,513.22,83,513.40,0,513.60,14.5,511.76,35.31,511.98,33.221,512.18,1062.51,512.39,1059.85,512.59,33398.438,512.79,10.57,,,,,
,515.04,1008,515.24,83,515.46,3,515.66,23.9,513.81,36.75,514.01,33.081,514.22,1048.49,514.41,1048.33,514.62,34808.350,514.84,13.25,,,,,
,517.19,1516,517.41,84,517.63,11,517.85,29.4,515.88,68.19,516.10,69.977,516.32,1077.76,516.54,1173.61,516.76,63507.080,516.98,23.21,,,,,
,519.31,1888,519.51,84,519.73,15,519.94,14.5,518.06,62.25,518.26,76.495,518.48,1157.86,518.69,1161.43,518.90,75231.934,519.11,27.88,,,,,
,521.37,909,521.57,84,521.77,13,522.00,14.5,520.15,27.19,520.36,32.477,520.56,1133.73,520.76,1119.80,520.97,32312.012,521.17,13.51,,,,,
,523.51,926,523.73,84,523.92,13,524.12,16.9,522.21,31.13,522.42,34.961,522.63,1078.34,522.85,1079.17,523.07,36578.369,523.28,14.33,,,,,
,525.58,1072,525.78,84,526.00,17,526.20,54.1,524.33,81.75,524.54,53.497,524.75,1093.18,524.95,1106.62,525.16,54888.916,525.37,16.06,,,,,
,527.62,1612,527.82,84,528.02,27,528.24,58.0,526.40,146.50,526.60,112.878,526.81,1934.80,527.01,1331.32,527.22,121142.578,527.41,36.40,,,,,
,529.67,2423,529.87,84,530.07,37,530.27,14.5,528.45,218.25,528.65,131.799,528.85,2292.75,529.05,2389.02,529.26,128082.275,529.47,70.98,,,,,
,531.76,1570,531.98,84,532.19,41,532.41,49.8,530.49,27.97,530.71,74.799,530.90,1207.69,531.10,1260.84,531.30,121765.137,531.52,32.86,,,,,
,533.90,1772,534.11,85,534.32,45,534.53,36.9,532.63,147.41,532.84,119.733,533.05,1481.82,533.27,1580.08,533.50,99896.240,533.71,29.44,,,,,
,535.97,1852,536.17,85,536.37,47,536.57,32.5,534.75,72.50,534.96,83.179,535.15,1201.47,535.35,1230.66,535.56,77166.748,535.76,28.82,,,,,
,538.06,1891,538.27,85,538.50,48,538.71,31.4,536.77,49.38,536.99,74.182,537.23,1164.74,537.43,1173.12,537.64,70727.539,537.85,29.32,,,,,
,540.15,1918,540.36,85,540.56,48,540.76,22.4,538.90,35.84,539.11,66.400,539.31,1107.70,539.51,1160.60,539.73,59027.100,539.94,28.33,,,,,
,542.23,1926,542.43,86,542.64,48,542.84,19.6,540.98,12.94,541.19,44.916,541.40,1223.78,541.61,1263.25,541.81,45324.707,542.01,35.45,,,,,
,544.30,1891,544.52,86,544.75,47,544.98,16.1,543.05,3.53,543.26,41.174,543.47,1313.16,543.66,1294.84,543.86,40911.865,544.09,31.06,,,,,
,546.50,1789,546.70,86,546.90,44,547.11,14.5,545.19,0.00,545.41,62.701,545.63,1169.30,545.85,1161.51,546.06,126086.426,546.27,26.49,,,,,
,548.56,1655,548.76,86,548.97,41,549.17,18.4,547.33,0.00,547.54,132.684,547.75,1135.64,547.95,1134.56,548.15,129931.641,548.36,24.84,,,,,
,550.64,1503,550.84,86,551.05,37,551.26,18.0,549.37,0.00,549.57,131.531,549.78,1129.17,549.99,1128.18,550.21,129931.641,550.43,22.87,,,,,
,552.75,1393,552.95,87,553.15,35,553.35,22.7,551.49,0.00,551.69,116.681,551.90,1125.11,552.11,1134.31,552.33,40850.830,552.54,22.57,,,,,
,554.80,1346,555.01,87,555.22,34,555.41,18.8,553.56,28.31,553.77,46.442,553.99,1212.75,554.20,1214.41,554.40,45330.811,554.60,21.33,,,,,
,556.93,1212,557.14,87,557.35,30,557.56,16.1,555.62,0.00,555.83,32.257,556.05,1139.78,556.27,1130.91,556.50,32006.836,556.71,18.39,,,,,
,559.06,1072,559.27,87,559.51,26,559.74,14.5,557.77,0.00,558.00,30.920,558.21,1091.61,558.43,1088.96,558.64,30633.545,558.85,15.83,,,,,
,561.15,907,561.35,87,561.56,21,561.76,14.5,559.93,21.47,560.14,31.958,560.34,1072.54,560.54,1069.97,560.75,30511.475,560.95,12.80,,,,,
,563.23,896,563.43,87,563.64,11,563.85,14.5,561.98,3.28,562.16,30.420,562.37,1059.52,562.57,1066.73,562.79,30194.092,563.01,12.63,,,,,
,565.31,965,565.51,87,565.73,8,565.92,27.5,564.06,23.75,564.27,30.487,564.50,1063.83,564.71,1063.17,564.90,29992.676,565.11,14.70,,,,,
,567.38,1843,567.58,87,567.79,16,568.01,19.6,566.12,59.69,566.32,57.855,566.52,1094.51,566.74,1159.52,566.98,75329.590,567.16,27.92,,,,,
,569.52,1221,569.75,87,569.98,20,570.17,40.4,568.23,0.00,568.44,33.264,568.66,1223.12,568.88,1223.45,569.09,85589.600,569.30,22.74,,,,,
,571.64,1643,571.84,87,572.04,26,572.24,41.2,570.38,114.41,570.59,98.969,570.80,1306.78,571.01,1338.21,571.24,99285.889,571.43,30.91,,,,,
,573.69,2008,573.91,87,574.13,31,574.34,30.6,572.45,96.16,572.65,100.751,572.85,1349.15,573.05,1400.97,573.26,95367.432,573.48,37.03,,,,,
,575.80,1273,576.01,87,576.23,33,576.42,42.0,574.54,2.06,574.75,34.729,574.97,1232.40,575.16,1223.53,575.37,64538.574,575.58,19.48,,,,,
,577.91,1450,578.13,87,578.35,37,578.57,37.6,576.62,127.56,576.82,100.085,577.04,1314.82,577.26,1358.19,577.49,100079.346,577.69,25.89,,,,,
,580.07,1552,580.28,87,580.50,39,580.73,19.2,578.79,78.63,579.01,73.236,579.24,1088.87,579.46,1182.57,579.66,52020.264,579.87,22.48,,,,,
,582.19,1442,582.40,87,582.61,35,582.83,16.1,580.92,0.41,581.13,32.050,581.34,1155.12,581.55,1152.39,581.76,42846.680,581.98,22.25,,,,,
,584.26,1325,584.48,87,584.67,33,584.87,16.1,583.04,0.00,583.25,77.350,583.46,1129.92,583.65,1128.26,583.85,30609.131,584.06,20.70,,,,,
,586.32,1216,586.54,87,586.77,30,586.99,14.5,585.07,0.00,585.27,30.127,585.49,1114.58,585.70,1112.75,585.90,29907.227,586.11,17.82,,,,,
,588.51,897,588.70,87,588.90,23,589.11,14.5,587.19,0.00,587.41,29.346,587.63,1090.37,587.85,1091.03,588.07,28491.211,588.28,13.41,,,,,
,590.59,915,590.79,87,591.01,19,591.20,14.5,589.33,22.69,589.54,29.163,589.77,1066.57,589.97,1066.24,590.18,28961.182,590.39,12.95,,,,,
,592.68,917,592.88,88,593.08,11,593.29,14.5,591.40,23.31,591.60,28.979,591.82,1064.33,592.04,1064.33,592.27,28955.078,592.49,12.97,,,,,
,594.78,920,594.99,88,595.18,2,595.39,14.5,593.52,23.69,593.70,28.845,593.91,1064.99,594.12,1064.99,594.33,29156.494,594.55,12.90,,,,,
,596.80,823,597.04,88,597.26,0,597.44,14.5,595.59,24.09,595.79,29.114,596.01,1065.49,596.20,1065.08,596.40,28930.664,596.60,12.20,,,,,
,598.92,782,599.12,88,599.32,0,599.54,14.5,597.66,27.22,597.88,29.382,598.10,1047.50,598.31,1045.59,598.52,29168.701,598.71,10.54,,,,,
,601.04,784,601.24,88,601.45,0,601.65,14.5,599.76,25.31,599.95,29.504,600.15,1041.28,600.35,1041.11,600.57,29522.705,600.80,10.65,,,,,
,603.07,782,603.29,88,603.49,0,603.70,14.5,601.86,24.34,602.06,29.443,602.28,1040.12,602.46,1040.20,602.67,29406.738,602.87,10.52,,,,,
,605.18,917,605.40,88,605.60,1,605.82,20.0,603.90,24.03,604.10,29.443,604.32,1039.37,604.55,1039.12,604.78,29418.945,604.96,10.15,,,,,
,607.34,1281,607.55,88,607.79,10,607.98,25.9,606.05,55.84,606.29,42.603,606.49,1079.25,606.71,1091.36,606.92,65838.623,607.13,18.98,,,,,
,609.42,2012,609.62,88,609.82,16,610.04,32.2,608.19,64.41,608.40,71.039,608.61,1172.62,608.81,1228.59,609.03,68505.859,609.21,32.44,,,,,
,611.56,1178,611.77,88,611.97,17,612.18,34.5,610.27,24.91,610.47,40.826,610.69,1220.79,610.91,1201.39,611.13,31561.279,611.34,18.31,,,,,
,613.64,1503,613.84,88,614.05,24,614.28,41.6,612.39,112.25,612.59,90.430,612.80,1266.32,613.02,1265.74,613.22,96826.172,613.43,27.19,,,,,
,615.73,1976,615.94,88,616.16,31,616.37,43.1,614.46,113.50,614.68,106.183,614.89,1453.38,615.09,1468.55,615.31,109881.592,615.54,40.30,,,,,
,617.82,1281,618.05,88,618.23,33,618.43,22.7,616.57,105.06,616.80,104.779,616.98,1186.63,617.18,1357.77,617.39,36041.260,617.61,24.47,,,,,
,619.91,1246,620.13,88,620.34,31,620.57,14.5,618.63,31.94,618.83,45.068,619.07,1044.26,619.28,1136.22,619.49,30334.473,619.70,19.67,,,,,
,622.03,913,622.23,88,622.43,27,622.64,14.5,620.77,0.00,620.98,29.468,621.19,1105.79,621.40,1102.89,621.61,28961.182,621.82,13.72,,,,,
,624.07,912,624.27,88,624.47,22,624.69,14.5,622.84,23.13,623.05,29.059,623.24,1071.71,623.45,1070.47,623.65,28894.043,623.85,12.86,,,,,
,626.23,915,626.44,88,626.66,13,626.87,14.5,624.91,23.34,625.13,29.022,625.35,1066.24,625.58,1066.15,625.82,29046.631,626.02,13.19,,,,,
,628.32,921,628.52,88,628.74,9,628.96,14.5,627.08,23.56,627.31,28.870,627.50,1066.65,627.70,1066.98,627.91,29095.459,628.12,13.07,,,,,
,630.44,919,630.65,88,630.85,6,631.07,14.5,629.17,23.75,629.38,29.114,629.60,1067.15,629.82,1066.82,630.03,29162.598,630.23,13.27,,,,,
,632.50,922,632.72,88,632.94,0,633.16,14.5,631.28,24.41,631.48,29.321,631.68,1067.15,631.88,1067.15,632.08,29168.701,632.31,12.89,,,,,
,634.65,774,634.86,88,635.07,0,635.27,14.5,633.38,24.16,633.59,29.053,633.82,1059.11,634.02,1056.45,634.23,29833.984,634.44,10.46,,,,,
,636.77,785,636.98,88,637.19,0,637.40,14.5,635.48,31.50,635.68,29.626,635.89,1044.51,636.10,1044.26,636.33,29449.463,636.57,11.00,,,,,
,638.86,779,639.07,88,639.28,0,639.48,14.5,637.61,27.25,637.83,29.138,638.06,1042.44,638.25,1042.19,638.45,29022.217,638.65,10.82,,,,,
,640.92,785,641.13,88,641.34,0,641.57,14.5,639.68,25.88,639.88,28.937,640.08,1041.11,640.31,1041.03,640.49,29473.877,640.71,10.60,,,,,
