Sunday,13,September,2026,21:12:25:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,57.01,1399,57.01,51,57.02,28.6,57.02,42.50,,,,,,,,,,,,,,,,,
,57.20,1382,57.21,51,57.21,28.6,57.21,43.19,,,,,,,,,,,,,,,,,
,57.40,1403,57.41,51,57.41,28.6,57.41,42.16,,,,,,,,,,,,,,,,,
,57.61,1381,57.61,52,57.61,28.6,57.61,43.22,,,,,,,,,,,,,,,,,
,57.80,1397,57.80,51,57.80,28.6,57.80,42.44,,,,,,,,,,,,,,,,,
,57.99,1383,58.00,52,58.00,28.6,58.00,43.25,,,,,,,,,,,,,,,,,
,58.20,1390,58.20,51,58.21,28.6,58.21,42.75,,,,,,,,,,,,,,,,,
,58.39,1400,58.40,51,58.40,28.6,58.40,42.44,,,,,,,,,,,,,,,,,
,58.59,1394,58.60,52,58.60,28.6,58.60,42.63,,,,,,,,,,,,,,,,,
,58.80,1390,58.81,51,58.81,28.6,58.81,42.69,,,,,,,,,,,,,,,,,
,59.01,1399,59.01,51,59.01,28.6,59.01,42.38,,,,,,,,,,,,,,,,,
,59.21,1381,59.22,51,59.22,28.6,59.22,43.25,,,,,,,,,,,,,,,,,
,59.40,1396,59.41,51,59.41,28.6,59.41,42.56,,,,,,,,,,,,,,,,,
,59.60,1389,59.61,51,59.61,28.6,59.61,43.00,,,,,,,,,,,,,,,,,
,59.79,1390,59.80,51,59.80,28.6,59.80,42.81,,,,,,,,,,,,,,,,,
,59.98,1403,59.99,51,59.99,28.6,59.99,42.25,,,,,,,,,,,,,,,,,
,60.19,1389,60.20,51,60.20,28.6,60.20,42.94,,,,,,,,,,,,,,,,,
,60.37,1402,60.38,51,60.38,28.6,60.38,42.16,,,,,,,,,,,,,,,,,
,60.57,1384,60.58,52,60.58,28.6,60.58,43.03,,,,,,,,,,,,,,,,,
,60.77,1397,60.77,52,60.78,28.6,60.78,42.38,,,,,,,,,,,,,,,,,
,60.98,1392,60.99,52,60.99,28.6,60.99,42.66,,,,,,,,,,,,,,,,,
,61.20,1412,61.20,52,61.20,28.6,61.20,41.72,,,,,,,,,,,,,,,,,
,61.41,1403,61.41,52,61.41,28.6,61.41,42.03,,,,,,,,,,,,,,,,,
,61.58,1413,61.59,52,61.59,28.6,61.59,41.59,,,,,,,,,,,,,,,,,
,61.78,1400,61.79,52,61.79,28.6,61.79,42.13,,,,,,,,,,,,,,,,,
,61.99,1417,61.99,52,61.99,28.6,61.99,41.25,,,,,,,,,,,,,,,,,
,62.20,1406,62.20,52,62.21,28.6,62.21,41.88,,,,,,,,,,,,,,,,,
,62.40,1418,62.41,52,62.41,28.6,62.41,41.25,,,,,,,,,,,,,,,,,
,62.63,1412,62.63,52,62.63,28.6,62.63,41.41,,,,,,,,,,,,,,,,,
,62.83,1415,62.84,52,62.84,28.6,62.84,41.31,,,,,,,,,,,,,,,,,
,63.03,1419,63.03,52,63.03,28.6,63.03,40.97,,,,,,,,,,,,,,,,,
,63.22,1420,63.23,52,63.23,28.6,63.23,41.00,,,,,,,,,,,,,,,,,
,63.41,1416,63.42,52,63.42,28.6,63.42,41.00,,,,,,,,,,,,,,,,,
,63.60,1419,63.61,53,63.61,28.6,63.61,40.94,,,,,,,,,,,,,,,,,
,63.79,1422,63.79,52,63.80,28.6,63.80,40.78,,,,,,,,,,,,,,,,,
,63.98,1420,63.99,52,63.99,28.6,63.99,40.78,,,,,,,,,,,,,,,,,
,64.19,1427,64.20,52,64.20,28.6,64.20,40.53,,,,,,,,,,,,,,,,,
,64.37,1427,64.37,53,64.37,28.6,64.37,40.59,,,,,,,,,,,,,,,,,
,64.57,1425,64.58,53,64.58,28.2,64.58,40.19,,,,,,,,,,,,,,,,,
,64.77,1428,64.78,53,64.78,27.8,64.78,37.66,,,,,,,,,,,,,,,,,
,64.99,1430,64.99,53,64.99,26.3,64.99,33.69,,,,,,,,,,,,,,,,,
,65.20,1435,65.20,53,65.21,25.9,65.21,31.56,,,,,,,,,,,,,,,,,
,65.39,1430,65.40,53,65.40,25.5,65.40,31.41,,,,,,,,,,,,,,,,,
,65.60,1439,65.61,53,65.61,25.1,65.61,28.81,,,,,,,,,,,,,,,,,
,65.80,1432,65.81,53,65.81,23.9,65.81,25.38,,,,,,,,,,,,,,,,,
,66.00,1433,66.01,53,66.01,23.9,66.01,25.03,,,,,,,,,,,,,,,,,
,66.21,1428,66.22,53,66.22,23.5,66.22,26.22,,,,,,,,,,,,,,,,,
,66.41,1436,66.42,53,66.42,23.5,66.42,24.84,,,,,,,,,,,,,,,,,
,66.61,1434,66.62,53,66.62,23.5,66.62,25.28,,,,,,,,,,,,,,,,,
,66.81,1435,66.82,53,66.82,23.5,66.82,25.25,,,,,,,,,,,,,,,,,
,67.02,1429,67.03,53,67.03,23.9,67.03,25.53,,,,,,,,,,,,,,,,,
,67.23,1433,67.23,53,67.23,23.5,67.23,25.16,,,,,,,,,,,,,,,,,
,67.43,1436,67.43,53,67.43,23.5,67.44,24.78,,,,,,,,,,,,,,,,,
,67.63,1431,67.63,53,67.64,23.5,67.64,24.72,,,,,,,,,,,,,,,,,
,67.83,1441,67.83,53,67.83,23.1,67.83,22.69,,,,,,,,,,,,,,,,,
,68.03,1432,68.04,53,68.04,23.1,68.04,23.25,,,,,,,,,,,,,,,,,
,68.23,1435,68.24,54,68.24,23.1,68.24,23.09,,,,,,,,,,,,,,,,,
,68.44,1437,68.45,53,68.45,23.1,68.45,22.94,,,,,,,,,,,,,,,,,
,68.63,1431,68.63,53,68.63,23.1,68.63,24.03,,,,,,,,,,,,,,,,,
,68.83,1432,68.83,53,68.83,22.7,68.83,22.09,,,,,,,,,,,,,,,,,
,69.01,1441,69.02,53,69.02,22.7,69.02,20.59,,,,,,,,,,,,,,,,,
,69.23,1428,69.23,53,69.23,22.7,69.23,23.38,,,,,,,,,,,,,,,,,
,69.43,1442,69.43,53,69.44,22.4,69.44,19.25,,,,,,,,,,,,,,,,,
,69.63,1446,69.63,53,69.63,22.4,69.63,19.88,,,,,,,,,,,,,,,,,
,69.82,1440,69.83,53,69.83,22.4,69.83,18.66,,,,,,,,,,,,,,,,,
,70.01,1439,70.02,53,70.02,22.0,70.02,17.31,,,,,,,,,,,,,,,,,
,70.21,1440,70.22,53,70.22,21.6,70.22,16.03,,,,,,,,,,,,,,,,,
,70.40,1443,70.41,53,70.41,21.6,70.41,15.28,,,,,,,,,,,,,,,,,
,70.59,1440,70.60,53,70.60,21.6,70.60,14.44,,,,,,,,,,,,,,,,,
,70.79,1434,70.80,53,70.80,20.8,70.80,12.69,,,,,,,,,,,,,,,,,
,70.98,1451,70.99,54,70.99,20.8,70.99,9.66,,,,,,,,,,,,,,,,,
,71.19,1454,71.19,53,71.20,20.8,71.20,12.47,,,,,,,,,,,,,,,,,
,71.37,1450,71.38,53,71.38,20.8,71.38,12.84,,,,,,,,,,,,,,,,,
,71.59,1449,71.59,53,71.59,20.8,71.59,12.13,,,,,,,,,,,,,,,,,
,71.79,1451,71.79,53,71.79,20.8,71.79,12.22,,,,,,,,,,,,,,,,,
,71.99,1460,72.00,54,72.00,20.8,72.00,11.72,,,,,,,,,,,,,,,,,
,72.20,1459,72.20,54,72.20,20.8,72.20,12.41,,,,,,,,,,,,,,,,,
,72.39,1456,72.40,54,72.40,20.8,72.40,12.06,,,,,,,,,,,,,,,,,
,72.59,1466,72.60,54,72.60,20.8,72.60,10.97,,,,,,,,,,,,,,,,,
,72.80,1460,72.81,54,72.81,20.8,72.81,12.44,,,,,,,,,,,,,,,,,
,73.00,1460,73.01,54,73.01,20.8,73.01,11.75,,,,,,,,,,,,,,,,,
,73.21,1464,73.22,54,73.22,20.8,73.22,12.16,,,,,,,,,,,,,,,,,
,73.40,1464,73.41,54,73.41,20.8,73.41,11.88,,,,,,,,,,,,,,,,,
,73.59,1466,73.60,54,73.60,20.8,73.60,11.69,,,,,,,,,,,,,,,,,
,73.79,1469,73.80,54,73.80,20.8,73.80,11.72,,,,,,,,,,,,,,,,,
,73.98,1469,73.99,54,73.99,20.4,73.99,10.16,,,,,,,,,,,,,,,,,
,74.19,1468,74.20,54,74.20,20.4,74.20,10.22,,,,,,,,,,,,,,,,,
,74.37,1470,74.38,54,74.38,20.4,74.38,10.19,,,,,,,,,,,,,,,,,
,74.57,1471,74.58,54,74.58,20.4,74.58,9.91,,,,,,,,,,,,,,,,,
,74.77,1470,74.77,54,74.77,20.4,74.77,10.34,,,,,,,,,,,,,,,,,
,74.99,1469,74.99,54,74.99,20.4,74.99,9.00,,,,,,,,,,,,,,,,,
,75.19,1470,75.19,54,75.20,20.0,75.20,8.56,,,,,,,,,,,,,,,,,
,75.39,1468,75.40,54,75.40,20.0,75.40,8.09,,,,,,,,,,,,,,,,,
,75.60,1476,75.61,54,75.61,19.6,75.61,5.31,,,,,,,,,,,,,,,,,
,75.80,1468,75.81,54,75.81,20.0,75.81,6.94,,,,,,,,,,,,,,,,,
,76.01,1475,76.01,54,76.01,20.0,76.01,5.53,,,,,,,,,,,,,,,,,
,76.20,1471,76.21,54,76.21,20.0,76.21,6.59,,,,,,,,,,,,,,,,,
,76.40,1472,76.41,54,76.41,20.0,76.41,5.97,,,,,,,,,,,,,,,,,
,76.59,1469,76.59,54,76.60,20.0,76.60,6.34,,,,,,,,,,,,,,,,,
,76.79,1463,76.80,54,76.80,20.0,76.80,7.09,,,,,,,,,,,,,,,,,
,76.99,1469,77.00,54,77.00,19.6,77.00,5.69,,,,,,,,,,,,,,,,,
,77.18,1465,77.19,54,77.19,19.6,77.19,5.63,,,,,,,,,,,,,,,,,
,77.37,1458,77.38,53,77.38,19.6,77.38,5.78,,,,,,,,,,,,,,,,,
,77.58,1457,77.59,54,77.59,19.6,77.59,5.50,,,,,,,,,,,,,,,,,
,77.77,1456,77.78,54,77.78,19.6,77.78,5.53,,,,,,,,,,,,,,,,,
,77.97,1457,77.98,54,77.98,19.6,77.98,4.84,,,,,,,,,,,,,,,,,
,78.17,1452,78.18,53,78.18,19.6,78.18,4.34,,,,,,,,,,,,,,,,,
,78.37,1449,78.38,53,78.38,19.6,78.38,5.19,,,,,,,,,,,,,,,,,
,78.57,1443,78.58,53,78.58,19.6,78.58,4.53,,,,,,,,,,,,,,,,,
,78.77,1442,78.77,54,78.78,19.2,78.78,5.44,,,,,,,,,,,,,,,,,
,78.97,1447,78.97,53,78.97,19.6,78.97,3.69,,,,,,,,,,,,,,,,,
,79.15,1440,79.15,53,79.16,19.6,79.16,4.75,,,,,,,,,,,,,,,,,
,79.34,1435,79.35,53,79.35,19.2,79.35,3.94,,,,,,,,,,,,,,,,,
,79.55,1432,79.55,53,79.55,18.4,79.55,1.13,,,,,,,,,,,,,,,,,
,79.74,1439,79.75,53,79.75,18.0,79.75,0.00,,,,,,,,,,,,,,,,,
,79.93,1425,79.93,53,79.94,17.6,79.94,0.00,,,,,,,,,,,,,,,,,
,80.13,1417,80.13,52,80.14,18.0,80.14,0.00,,,,,,,,,,,,,,,,,
,80.33,1420,80.34,52,80.34,18.0,80.34,0.00,,,,,,,,,,,,,,,,,
,80.55,1417,80.55,52,80.55,18.0,80.55,0.00,,,,,,,,,,,,,,,,,
,80.75,1399,80.76,52,80.76,18.0,80.76,0.00,,,,,,,,,,,,,,,,,
,80.97,1398,80.97,51,80.97,17.6,80.97,0.00,,,,,,,,,,,,,,,,,
,81.17,1399,81.17,51,81.17,17.6,81.17,0.00,,,,,,,,,,,,,,,,,
,81.35,1386,81.36,51,81.36,17.6,81.36,0.00,,,,,,,,,,,,,,,,,
,81.55,1394,81.56,51,81.56,17.6,81.56,0.00,,,,,,,,,,,,,,,,,
,81.75,1384,81.76,51,81.76,17.6,81.76,0.00,,,,,,,,,,,,,,,,,
,81.96,1374,81.96,51,81.97,17.3,81.97,0.00,,,,,,,,,,,,,,,,,
,82.17,1374,82.17,51,82.17,17.3,82.17,0.00,,,,,,,,,,,,,,,,,
,82.37,1365,82.37,50,82.38,16.9,82.38,0.00,,,,,,,,,,,,,,,,,
,82.57,1362,82.57,50,82.57,16.5,82.57,0.00,,,,,,,,,,,,,,,,,
,82.77,1360,82.77,50,82.77,16.5,82.77,0.00,,,,,,,,,,,,,,,,,
,82.97,1351,82.97,50,82.98,16.5,82.98,0.00,,,,,,,,,,,,,,,,,
,83.15,1358,83.16,50,83.16,16.5,83.16,0.00,,,,,,,,,,,,,,,,,
,83.34,1340,83.34,49,83.35,16.1,83.35,0.00,,,,,,,,,,,,,,,,,
,83.55,1334,83.55,49,83.55,15.7,83.55,0.00,,,,,,,,,,,,,,,,,
,83.74,1339,83.75,49,83.75,14.9,83.75,0.00,,,,,,,,,,,,,,,,,
,83.93,1334,83.94,49,83.94,14.5,83.94,0.00,,,,,,,,,,,,,,,,,
,84.12,1314,84.13,49,84.13,14.5,84.13,0.00,,,,,,,,,,,,,,,,,
,84.32,1321,84.33,49,84.33,14.5,84.33,0.00,,,,,,,,,,,,,,,,,
,84.51,1313,84.52,48,84.52,14.5,84.52,0.00,,,,,,,,,,,,,,,,,
,84.72,1304,84.72,48,84.72,14.5,84.72,0.00,,,,,,,,,,,,,,,,,
,84.91,1306,84.92,48,84.92,14.5,84.92,0.00,,,,,,,,,,,,,,,,,
,85.11,1299,85.12,48,85.12,14.5,85.12,0.00,,,,,,,,,,,,,,,,,
,85.31,1292,85.32,48,85.32,14.5,85.32,0.00,,,,,,,,,,,,,,,,,
,85.52,1288,85.53,48,85.53,14.5,85.53,0.00,,,,,,,,,,,,,,,,,
,85.73,1281,85.73,47,85.74,14.5,85.74,0.00,,,,,,,,,,,,,,,,,
,85.92,1269,85.93,47,85.93,14.5,85.93,0.00,,,,,,,,,,,,,,,,,
,86.12,1262,86.13,47,86.13,14.5,86.13,0.00,,,,,,,,,,,,,,,,,
,86.33,1253,86.33,46,86.33,14.5,86.33,0.00,,,,,,,,,,,,,,,,,
,86.53,1240,86.54,46,86.54,14.5,86.54,0.00,,,,,,,,,,,,,,,,,
,86.74,1234,86.75,45,86.75,14.5,86.75,0.00,,,,,,,,,,,,,,,,,
,86.93,1222,86.94,45,86.94,14.5,86.94,0.00,,,,,,,,,,,,,,,,,
,87.12,1186,87.13,44,87.13,14.5,87.13,0.00,,,,,,,,,,,,,,,,,
,87.32,1013,87.33,43,87.33,14.5,87.33,7.22,,,,,,,,,,,,,,,,,
,87.51,932,87.52,43,87.52,14.5,87.52,19.44,,,,,,,,,,,,,,,,,
,87.72,927,87.72,42,87.72,14.5,87.72,15.41,,,,,,,,,,,,,,,,,
,87.90,906,87.91,41,87.91,14.5,87.91,18.03,,,,,,,,,,,,,,,,,
,88.08,899,88.09,40,88.09,14.5,88.09,20.28,,,,,,,,,,,,,,,,,
,88.27,958,88.28,40,88.28,14.5,88.28,6.84,,,,,,,,,,,,,,,,,
,88.47,1033,88.48,40,88.48,14.5,88.48,3.50,,,,,,,,,,,,,,,,,
,88.65,1189,88.66,39,88.66,14.5,88.66,3.06,,,,,,,,,,,,,,,,,
,88.83,1377,88.83,39,88.84,14.5,88.84,0.00,,,,,,,,,,,,,,,,,
,89.02,1562,89.03,39,89.03,14.5,89.03,0.00,,,,,,,,,,,,,,,,,
,89.22,1539,89.22,38,89.22,14.5,89.22,0.00,,,,,,,,,,,,,,,,,
,89.40,1529,89.40,38,89.41,14.5,89.41,0.00,,,,,,,,,,,,,,,,,
,89.58,1512,89.58,38,89.58,14.5,89.59,0.00,,,,,,,,,,,,,,,,,
,89.77,1490,89.78,37,89.78,14.5,89.78,0.00,,,,,,,,,,,,,,,,,
,89.98,1294,89.98,37,89.99,14.5,89.99,0.00,,,,,,,,,,,,,,,,,
,90.18,1046,90.19,36,90.19,14.5,90.19,6.28,,,,,,,,,,,,,,,,,
,90.38,959,90.39,36,90.39,14.5,90.39,14.09,,,,,,,,,,,,,,,,,
,90.58,922,90.58,35,90.59,14.5,90.59,16.13,,,,,,,,,,,,,,,,,
,90.78,898,90.79,34,90.79,14.5,90.79,19.78,,,,,,,,,,,,,,,,,
,90.99,901,90.99,34,91.00,14.5,91.00,20.97,,,,,,,,,,,,,,,,,
,91.19,964,91.20,33,91.20,14.5,91.20,6.19,,,,,,,,,,,,,,,,,
,91.39,1003,91.40,33,91.40,14.5,91.40,2.41,,,,,,,,,,,,,,,,,
,91.60,1078,91.61,32,91.61,14.5,91.61,1.97,,,,,,,,,,,,,,,,,
,91.80,1156,91.81,31,91.81,14.5,91.81,1.75,,,,,,,,,,,,,,,,,
,92.00,1244,92.01,30,92.01,14.5,92.01,1.50,,,,,,,,,,,,,,,,,
,92.21,1318,92.21,29,92.22,14.5,92.22,0.00,,,,,,,,,,,,,,,,,
,92.40,1357,92.41,28,92.41,14.5,92.41,0.00,,,,,,,,,,,,,,,,,
,92.59,1433,92.60,28,92.60,14.5,92.60,0.00,,,,,,,,,,,,,,,,,
,92.79,1523,92.80,27,92.80,14.5,92.80,0.00,,,,,,,,,,,,,,,,,
,92.99,1641,92.99,26,92.99,14.5,92.99,0.00,,,,,,,,,,,,,,,,,
,93.18,1693,93.19,25,93.19,14.5,93.19,0.00,,,,,,,,,,,,,,,,,
,93.37,1650,93.38,25,93.38,14.5,93.38,0.00,,,,,,,,,,,,,,,,,
,93.57,1597,93.58,24,93.58,14.5,93.58,0.00,,,,,,,,,,,,,,,,,
,93.76,1577,93.77,24,93.77,14.5,93.77,0.00,,,,,,,,,,,,,,,,,
,93.97,1547,93.97,23,93.97,14.5,93.97,0.00,,,,,,,,,,,,,,,,,
,94.15,1541,94.15,23,94.16,14.5,94.16,0.00,,,,,,,,,,,,,,,,,
,94.34,1513,94.34,23,94.35,14.5,94.35,0.00,,,,,,,,,,,,,,,,,
,94.54,1484,94.55,22,94.55,16.5,94.55,0.00,,,,,,,,,,,,,,,,,
,94.73,1467,94.74,22,94.74,19.6,94.74,2.00,,,,,,,,,,,,,,,,,
,94.93,1462,94.94,22,94.94,20.0,94.94,5.81,,,,,,,,,,,,,,,,,
,95.12,1453,95.13,22,95.13,20.0,95.13,9.31,,,,,,,,,,,,,,,,,
,95.33,1470,95.33,22,95.33,21.2,95.33,20.31,,,,,,,,,,,,,,,,,
,95.52,1494,95.52,21,95.52,23.9,95.52,32.97,,,,,,,,,,,,,,,,,
,95.72,1471,95.72,22,95.73,24.7,95.73,21.34,,,,,,,,,,,,,,,,,
,95.91,1454,95.91,22,95.91,25.5,95.91,31.50,,,,,,,,,,,,,,,,,
,96.10,1431,96.11,22,96.11,28.6,96.11,42.25,,,,,,,,,,,,,,,,,
,96.29,1483,96.30,22,96.30,29.0,96.30,28.72,,,,,,,,,,,,,,,,,
,96.49,1513,96.49,23,96.49,29.0,96.49,41.31,,,,,,,,,,,,,,,,,
,96.69,1529,96.70,23,96.70,29.0,96.70,35.13,,,,,,,,,,,,,,,,,
,96.89,1558,96.89,23,96.90,29.0,96.90,34.13,,,,,,,,,,,,,,,,,
,97.10,1586,97.11,24,97.11,29.0,97.11,30.19,,,,,,,,,,,,,,,,,
,97.31,1607,97.31,24,97.31,28.6,97.31,25.19,,,,,,,,,,,,,,,,,
,97.50,1626,97.50,24,97.51,27.5,97.51,17.03,,,,,,,,,,,,,,,,,
,97.71,1634,97.71,25,97.71,27.1,97.71,16.72,,,,,,,,,,,,,,,,,
,97.90,1653,97.91,25,97.91,27.1,97.91,12.66,,,,,,,,,,,,,,,,,
,98.09,1644,98.10,25,98.10,27.1,98.10,15.91,,,,,,,,,,,,,,,,,
,98.30,1658,98.31,25,98.31,27.1,98.31,13.84,,,,,,,,,,,,,,,,,
,98.50,1680,98.51,25,98.51,27.1,98.51,15.16,,,,,,,,,,,,,,,,,
,98.71,1673,98.71,25,98.71,27.1,98.71,27.56,,,,,,,,,,,,,,,,,
,98.90,1690,98.91,25,98.91,27.1,98.91,19.09,,,,,,,,,,,,,,,,,
,99.10,1705,99.10,26,99.10,27.1,99.10,18.97,,,,,,,,,,,,,,,,,
,99.31,1704,99.31,26,99.31,27.1,99.31,24.81,,,,,,,,,,,,,,,,,
,99.50,1702,99.51,26,99.51,27.1,99.51,25.63,,,,,,,,,,,,,,,,,
,99.70,1764,99.71,27,99.71,27.8,99.71,15.06,,,,,,,,,,,,,,,,,
,99.90,1799,99.90,27,99.91,27.8,99.91,9.28,,,,,,,,,,,,,,,,,
,100.09,1724,100.10,26,100.10,29.8,100.10,33.53,,,,,,,,,,,,,,,,,
,100.29,1822,100.30,27,100.30,34.1,100.30,30.13,,,,,,,,,,,,,,,,,
,100.48,1812,100.49,27,100.49,35.3,100.49,55.97,,,,,,,,,,,,,,,,,
,100.69,1855,100.69,28,100.69,38.4,100.69,80.53,,,,,,,,,,,,,,,,,
,100.89,1904,100.90,29,100.90,41.6,100.90,97.13,,,,,,,,,,,,,,,,,
,101.09,1951,101.10,29,101.10,42.7,101.10,111.72,,,,,,,,,,,,,,,,,
,101.30,2016,101.30,30,101.30,43.5,101.30,117.16,,,,,,,,,,,,,,,,,
,101.49,2065,101.50,31,101.50,45.9,101.50,125.44,,,,,,,,,,,,,,,,,
,101.68,2115,101.69,32,101.69,47.1,101.69,145.59,,,,,,,,,,,,,,,,,
,101.87,2180,101.88,33,101.88,48.2,101.88,144.69,,,,,,,,,,,,,,,,,
,102.07,2246,102.08,34,102.08,48.2,102.08,148.13,,,,,,,,,,,,,,,,,
,102.27,2306,102.27,35,102.27,48.2,102.27,145.50,,,,,,,,,,,,,,,,,
,102.48,2385,102.48,36,102.48,48.6,102.48,147.13,,,,,,,,,,,,,,,,,
,102.67,2448,102.68,37,102.68,48.6,102.68,147.78,,,,,,,,,,,,,,,,,
,102.87,2501,102.88,38,102.88,43.9,102.88,105.78,,,,,,,,,,,,,,,,,
,103.09,2534,103.09,38,103.09,31.4,103.09,19.97,,,,,,,,,,,,,,,,,
,103.28,2464,103.29,39,103.29,14.5,103.29,1.81,,,,,,,,,,,,,,,,,
,103.48,2233,103.49,38,103.49,14.5,103.49,0.00,,,,,,,,,,,,,,,,,
,103.68,1966,103.69,38,103.69,14.5,103.69,0.00,,,,,,,,,,,,,,,,,
,103.87,1715,103.88,39,103.88,16.5,103.88,0.00,,,,,,,,,,,,,,,,,
,104.07,1544,104.08,39,104.08,25.1,104.08,26.09,,,,,,,,,,,,,,,,,
,104.27,1561,104.27,39,104.27,30.2,104.27,34.66,,,,,,,,,,,,,,,,,
,104.47,1573,104.47,39,104.48,32.5,104.48,51.50,,,,,,,,,,,,,,,,,
,104.65,1581,104.66,39,104.66,32.5,104.66,53.06,,,,,,,,,,,,,,,,,
,104.84,1603,104.85,40,104.85,32.5,104.85,52.56,,,,,,,,,,,,,,,,,
,105.04,1611,105.05,40,105.05,32.5,105.05,52.53,,,,,,,,,,,,,,,,,
,105.23,1627,105.23,41,105.24,32.5,105.24,52.03,,,,,,,,,,,,,,,,,
,105.44,1639,105.44,41,105.44,32.5,105.45,51.59,,,,,,,,,,,,,,,,,
,105.64,1654,105.64,42,105.64,31.8,105.64,47.47,,,,,,,,,,,,,,,,,
,105.82,1669,105.82,42,105.83,31.4,105.83,39.31,,,,,,,,,,,,,,,,,
,106.01,1677,106.01,42,106.02,29.4,106.02,33.72,,,,,,,,,,,,,,,,,
,106.20,1686,106.20,42,106.20,29.0,106.20,33.28,,,,,,,,,,,,,,,,,
,106.39,1697,106.40,42,106.40,29.0,106.40,32.25,,,,,,,,,,,,,,,,,
,106.58,1711,106.59,43,106.59,29.0,106.59,30.97,,,,,,,,,,,,,,,,,
,106.77,1717,106.78,43,106.78,29.0,106.78,30.53,,,,,,,,,,,,,,,,,
,106.98,1721,106.98,43,106.99,29.0,106.99,30.88,,,,,,,,,,,,,,,,,
,107.19,1733,107.19,44,107.19,29.0,107.19,30.97,,,,,,,,,,,,,,,,,
,107.38,1738,107.39,44,107.39,29.0,107.39,31.09,,,,,,,,,,,,,,,,,
,107.58,1743,107.59,44,107.59,29.0,107.59,31.09,,,,,,,,,,,,,,,,,
,107.78,1763,107.79,44,107.79,29.0,107.79,29.06,,,,,,,,,,,,,,,,,
,108.00,1761,108.01,44,108.01,29.0,108.01,30.91,,,,,,,,,,,,,,,,,
,108.19,1778,108.20,45,108.20,28.2,108.20,26.75,,,,,,,,,,,,,,,,,
,108.39,1779,108.40,45,108.40,26.7,108.40,23.91,,,,,,,,,,,,,,,,,
,108.59,1786,108.60,45,108.60,26.3,108.60,23.72,,,,,,,,,,,,,,,,,
,108.81,1778,108.81,45,108.81,25.5,108.81,24.69,,,,,,,,,,,,,,,,,
,109.01,1787,109.02,45,109.02,24.7,109.02,21.50,,,,,,,,,,,,,,,,,
,109.23,1802,109.23,45,109.24,24.3,109.24,18.38,,,,,,,,,,,,,,,,,
,109.42,1802,109.43,45,109.43,23.9,109.43,18.56,,,,,,,,,,,,,,,,,
,109.62,1811,109.63,46,109.63,23.1,109.63,13.31,,,,,,,,,,,,,,,,,
,109.82,1801,109.83,45,109.83,22.0,109.83,12.38,,,,,,,,,,,,,,,,,
,110.01,1797,110.01,45,110.01,21.6,110.01,10.63,,,,,,,,,,,,,,,,,
,110.22,1802,110.22,45,110.23,20.8,110.23,9.09,,,,,,,,,,,,,,,,,
,110.41,1798,110.41,45,110.41,20.4,110.41,8.19,,,,,,,,,,,,,,,,,
,110.61,1790,110.61,45,110.62,20.4,110.62,7.63,,,,,,,,,,,,,,,,,
,110.82,1792,110.83,45,110.83,20.0,110.83,6.41,,,,,,,,,,,,,,,,,
,111.02,1793,111.03,45,111.03,20.0,111.03,5.41,,,,,,,,,,,,,,,,,
,111.23,1799,111.24,45,111.24,20.0,111.24,3.97,,,,,,,,,,,,,,,,,
,111.43,1786,111.43,45,111.44,19.6,111.44,5.06,,,,,,,,,,,,,,,,,
,111.62,1784,111.62,45,111.63,19.6,111.63,4.03,,,,,,,,,,,,,,,,,
,111.81,1778,111.81,45,111.82,19.6,111.82,5.34,,,,,,,,,,,,,,,,,
,112.02,1778,112.02,45,112.02,19.6,112.02,4.94,,,,,,,,,,,,,,,,,
,112.23,1768,112.23,44,112.23,18.4,112.23,0.00,,,,,,,,,,,,,,,,,
,112.42,1743,112.43,44,112.43,18.4,112.43,0.00,,,,,,,,,,,,,,,,,
,112.62,1737,112.63,44,112.63,16.9,112.63,0.00,,,,,,,,,,,,,,,,,
,112.82,1734,112.83,44,112.83,16.9,112.83,0.00,,,,,,,,,,,,,,,,,
,113.01,1726,113.02,43,113.02,16.9,113.02,0.00,,,,,,,,,,,,,,,,,
,113.23,1724,113.23,43,113.24,16.9,113.24,0.00,,,,,,,,,,,,,,,,,
,113.41,1708,113.41,43,113.42,16.5,113.42,0.00,,,,,,,,,,,,,,,,,
,113.61,1692,113.61,43,113.61,16.5,113.62,0.00,,,,,,,,,,,,,,,,,
,113.81,1677,113.82,42,113.82,16.5,113.82,0.00,,,,,,,,,,,,,,,,,
,114.02,1677,114.02,42,114.02,16.5,114.02,0.00,,,,,,,,,,,,,,,,,
,114.22,1645,114.22,42,114.23,16.5,114.23,0.00,,,,,,,,,,,,,,,,,
,114.40,1640,114.41,41,114.41,16.9,114.41,0.00,,,,,,,,,,,,,,,,,
,114.58,1629,114.59,41,114.59,16.9,114.59,0.00,,,,,,,,,,,,,,,,,
,114.77,1619,114.78,41,114.78,17.3,114.78,0.00,,,,,,,,,,,,,,,,,
